Restaurant,Address,Latitude,Longitude,Cusines,Photo_reference,Google_map_link
Super Loco Robertson Quay,"60 Robertson Quay, #01-13 The Quayside, Singapore 238252",1.2899607,103.8393066,Mexican,ATtYBwKQm70FaHALrmRKP-RLkHlzZOx3RCM_praLyY40mdgitpG4um1W3Fy4EeY2jTVh-ZgaghX6YOStWpzRUdaj9doeDLtqeGZuV3ifzo_8ckpK8rODlEDcVBbkG_3-jxz-CPZA6z3yHw0RNY30QofskwWWKaPErcqUCAb7O9Upk4xyHpvP,https://www.google.com/maps/search/?api=1&query=Super+Loco+Robertson+Quay
Supply & Demand (Esplanade),"8 Raffles Ave, #01-13 Annexe, Esplanade Mall, Singapore 039802",1.2892676,103.8566924,"Italian, Southeast Asian",ATtYBwKQplT7Q1-b-uNFvgWC8shHYCKwxKiA84lI0BzNTBQITDR5wIP_C1lqukLVD5fh2K_flduw3slIyHhDpP3debdghhB6xuvF0MbCGoYmcm3LXJJWECEDR2lleYhq06SCivJVa-kOKQP66J5rwNqXHxIxCbN8K9vkE152KtErhv9nYUIN,https://www.google.com/maps/search/?api=1&query=Supply+%26+Demand+%28Esplanade%29
Supply & Demand (Orchard Gateway),"277 Orchard Rd, #02-13/14 Orchardgateway, Singapore 238858",1.300579,103.83963,"Italian, Southeast Asian",ATtYBwKoRqPS4i-xOpHymgKdWLFhLyP3d5O3aIXIUNdcAf31Rb2IWik2F1n3fRIw3X0IshC83DyCsEYgDIf92gZnDCYZTjcs4hGXzozHPPLyO3a6PPbdhC2GqCottPr9-AFIXrJ58ugHqGrZ0FMrpXU83fp_hjb22VoaGzpgEYlVSRYBWtXY,https://www.google.com/maps/search/?api=1&query=Supply+%26+Demand+%28Orchard+Gateway%29
Sushi Ayumu,"333A Orchard Road #04-16 Mandarin Gallery, Singapore 238897",1.3020951,103.8364305,Japanese,ATtYBwKFSjilAvFCnhfZ8nZm8lCGH4rxUh-97w9Mybie4Ba-CNAKO7jhOUlbtNSGBAevCM4lh3O7g5Du6sXzrSvNrYvHZoZtp2O2NIyLvrwqNhL-ZfXtORxnbUwqxFaXXgKZjzB21T9DszZ3VHVzErn0OoZ-Acec4nC39pibdmoRZVMj9aE,https://www.google.com/maps/search/?api=1&query=Sushi+Ayumu
Sushi Jin,"1 Farrer Park Station Rd, #01-11/12 Owen Link, Singapore 217562",1.3123476,103.8542433,Japanese,ATtYBwKL_ay6XAz3-aUbWNqMbdpH-jYQ3Kyq2GLeDGTMc3OY-HUke6w8vLdFUxq-I5UL4NKWmZnTzwpYMv1acXHmyZ_gdnaZee4kD88XNNQIM3iFDBPA1HX9S5HtvGG4OaZq3Y-jkwVqopOex5FFUvXBR01EDTJPpJGjIfDQjy22CnEbyp3k,https://www.google.com/maps/search/?api=1&query=Sushi+Jin
Sushi Jiro (Keppel Bay),"2 Keppel Bay Vista #02-01 Marina At Keppel Bay, Singapore 098382",1.263747,103.8127696,Japanese,ATtYBwJxJVu-NngmeD_sUF6TOqF77K7woFdxodLDF5ghplPIBf1G_BKFYV4iSndjy_p2RMu4SK6-k34lxHqq1Df2pDqsRULABTfVPA2kHanerwYbcogb5lUC_EgWYHgs1mWcv7ecMR12duTDCFC9f6Udu2sNeAT6taY548Gu_L7npUmo_6TF,https://www.google.com/maps/search/?api=1&query=Sushi+Jiro+%28Keppel+Bay%29
Sushi Jiro (PARKROYAL COLLECTION Marina Bay),"6 Raffles Blvd, Singapore 039594",1.2917922,103.8571184,Japanese,ATtYBwLUnDyytS9_vjpWiEHUlvYwU1y5zP0i6wts40lqEvostLttHhn4IAtboLG4FGQAbD65v9xDWrHo3u0PDLxlR6nD0cweLlIZ3i2sp8JnthQ3AYcUoJy7hssQUKW3OE9WKR2_MxeYkdGbwarrWOCjd2TqN7ul9AEBY-EBi5-FzXQk917k,https://www.google.com/maps/search/?api=1&query=Sushi+Jiro+%28PARKROYAL+COLLECTION+Marina+Bay%29
Sushi Kou,"11 Cavenagh Rd, #01-13/14, Singapore 229616",1.3020479,103.8412807,Japanese,ATtYBwJCvbh-2jjk4wkOLNGBp6lobYa_3tVmNF40O5InRpWpTJifmnhH8u_ZSnfRZxwnTdqaN9Cku5YqRKlC5w1M1Nw4LybJtuq3uOPNPIexNPbIwSu9axIeR9ilwJ71JmH1OhFw8F5YDVpOmsZcH12Gaofhp771n2GV9lEOHIaYpSBjsTwa,https://www.google.com/maps/search/?api=1&query=Sushi+Kou
Sushi Mieda,"Level 10 OUE Tower, 60 Collyer Quay, Singapore 049322",1.2835054,103.853126,Japanese,ATtYBwK1ea_M5EsbOGlLsrspl8RR9azDiCQ97XViq9gZLmPjUD90cLPPaWQNO2tdyVVFpGvdCX-Mcc_rJzE-9L4CaEM56hBM7cPgzZx5-lRnzqxuwolRPl-1qm5FOBr_i0BA3hOhjBRLFvBmllrhhTagENbLeWR6d5XqXcB41v1p9SieXB9n,https://www.google.com/maps/search/?api=1&query=Sushi+Mieda
Swee Choon Tim Sum Restaurant,"183/185/187/189, Jln Besar, 191/193, Singapore 208882",1.3082025,103.8569614,"Chinese, Dim Sum",ATtYBwL_Rj5e_SIfSbqSBCb-onv5XankF0Gl9HRoYAslKetdSyrYUVCsp7QvgfUSYMfA3N5sktTBgAS8VdAmM_iyll46oL_Gbktjo0MkbXsZzkwf4x-y7_k_ZrLsKY7a0BkLjxO2skK9_acTMgRm22aEb84jEsX1L9RMun3RxZN4Vf2NnzJD,https://www.google.com/maps/search/?api=1&query=Swee+Choon+Tim+Sum+Restaurant
Switch by Timbre X,"73 Bras Basah Rd, #01-01/02, Singapore 189556",1.296715,103.8513565,"Bar, Pizza",ATtYBwLmhpBqX0ZS_Xwpu3Tpr2e2fLCT29CcXli58EA3DLupGLmyRoiomwf11qC9R60J1CS77Z2w9IQo7a_j3bRoM9dP-yCaRJ96dsUN8NWPunIZxqvIS0pIQoD69JvIdU1WlKvi8KUa6R06UTlNIz20f5YpBG0iJMXk4fN9TSJxa5UwCXQh,https://www.google.com/maps/search/?api=1&query=Switch+by+Timbre+X
Symmetry,"9 Jln Kubor, #01-01, Singapore 199206",1.3038325,103.859201,"Bar, All-Day Breakfast, Cafe",ATtYBwIDW6ndZwt25XGYsNaZtLpQhoHF3y6UvjtGkMd1rhBUDBaDMiJD5tebfMyGEKu9qJaxR-OnZiyCWlMus4euwaQBJG3kPQMMwxb-kqVVRe39B8atpI4EjtiPvKum0x5UkYawBXXfSikXxyo4bFLXLSX2RoTmH3W5qyFumZOy6-0U2eYZ,https://www.google.com/maps/search/?api=1&query=Symmetry
Syun,"Sentosa Gateway, Singapore 098138",1.2554276,103.8198365,Japanese,ATtYBwKU_PYPnCHcx1KPV2orpBxdyR0HhwibDsn6NleWUdeVPapFpmJggbBqN0RHihnQSxmUhXrB4p_BMYPofug-soGJsOm7FPjLyvmYVZgaXtT5IZGPFDZctG8JiNfpB33tu7pp16J5CJES0Njc23zshsEQianrvPGyO_A1nF3vBwtZAGIg,https://www.google.com/maps/search/?api=1&query=Syun
Szechuan Court,"80 Bras Basah Rd, Singapore 189560",1.293396,103.8534619,"Chinese, Fusion, Seafood, Vegetarian Friendly, Local, Dim Sum",ATtYBwLm5X1NpEWNsU26wqsDQ4aTBvZi_7SzsiBrLpJolZxDUyvP5tSp7sgnttbgY-bA3uQoSYXlm5hwQycot2fxwa2_10scfc3_EnWIoZwU4pBrewADOAr7z139C6fA17WljKlnFAJR8pzow0QTQmbJPAYuf3jqPfJ2q9mrAHGoffK1XXdM,https://www.google.com/maps/search/?api=1&query=Szechuan+Court
藝yì by Jereme Leung,"1 Beach Rd, Singapore 189673",1.2954411,103.8538607,"Chinese, Dim Sum",ATtYBwIXcfC55iwDQYmAFSGgAjtacgT4UG6r_bGvKPzgs-bkKP4tkpvSaNK9M_EbuK1XkbfIV8dMTMS6pBaqX0VGtZywCRRlS4JmTZWqHEjjDi1nJpJzNvZiIequm_sbvCtT3tfzZwkgPzPfV2hKTeri4hlUpksF45DPWuLKbk080znh2v4n,https://www.google.com/maps/search/?api=1&query=%E8%97%9Dy%C3%AC+by+Jereme+Leung
Tabbouleh @ Bussorah Street,"54 Bussorah St, Singapore 199470",1.3017018,103.8594839,Middle Eastern,ATtYBwLqMv992-InevFw8fsMMi-j6gIVMckyL8QNnICZhMkEngUT5_ZpiGB74P8DcRS3yLv0OzTXPmsXihmfroFXSJeC53GzZ6qMDbKrTET8VAzrG1BrqWobu8qc-AIaNYD3rGHMnWL6AwhVzYngKf9ZC2Z8H_tztSIlarSpVjuRLDczwaCi,https://www.google.com/maps/search/?api=1&query=Tabbouleh+%40+Bussorah+Street
Table At 7,"41 Namly Ave, #03-00 SIM Management House, Singapore 267616",1.3259884,103.7999822,"Modern European, Indonesian, Local",ATtYBwJU9HFYhMRL4X8Z0A32RSOsPhlB-Hd-NDkUNBjangeyhDjOFCRtGDNMHnqEOPEJDWzIHy4-zhXfXrtUJKYuRHaUYtL0TOxT1B-plBk2hAzIvaCkV6CSdrR11y6txyfzmBVliZOkxbMYYyzouwwhMF2hHQ1plvizb289XjbthvIE12bk,https://www.google.com/maps/search/?api=1&query=Table+At+7
table65,"26 Sentosa Gateway, Hotel Michael, #01-104 & 105, Singapore 098138",1.2556618,103.8205359,Modern European,ATtYBwLjcAuaN2vLw0Qy6tzsHPxtEID5dOxf5h9lcOctA6PDlSd_QOxokkaPdyZUEQj_szoMm-6CnGjmc0RUca67JfaX4sCDJU8BaKY_39XK8ifCP5jvlHCTQZ7-AwiH7sNbikDxBWesPdhF-cDHPo50zIddyZG930EsY5HmTWP6BuOgaZyH,https://www.google.com/maps/search/?api=1&query=table65
Tablescape Restaurant & Bar,"10 Coleman St, Level 3, Singapore 179809",1.2926827,103.8502199,Modern European,ATtYBwKmUxUHFcMKqx1y38Cw37Faczkas8HbaRaxHvRZG5arQamG1tDodLwhfHkVvXrI7dSXX0D2i-z1YKo35I7OZYrG4WeGWvR8HmA4GQTjrAg0BZ581m2FOWUWzJK58yOWzm9Cqm_5n-jxKo5F27Zvuc6jk-60Zll5i21dauWByssbwJzI,https://www.google.com/maps/search/?api=1&query=Tablescape+Restaurant+%26+Bar
Taikoo Lane Hotpot 太古里火锅,"133 New Bridge Rd, B1-16 CHINATOWN POINT, Singapore 059413",1.2848511,103.844826,"Chinese, Seafood",ATtYBwK3vqyzug3u92N1Lp4iH0RhvtFhaTRBcqQPMcTTwQCFuv7tU1k-oHzgK__m4qY3dOvPm99JFcCj8doH2ZNnj1klgRSEwnDUIMI3Ah0z6jUu5O6pwpZwKu7bhsX1075Pm7OomKosjtnQOrV2JSIh7rObZPURbUAV6MykY1Wf3vT5PKjv,https://www.google.com/maps/search/?api=1&query=Taikoo+Lane+Hotpot+%E5%A4%AA%E5%8F%A4%E9%87%8C%E7%81%AB%E9%94%85
Tajimaya Yakiniku,"1 HarbourFront Walk, #01-102/103, Singapore 098585",1.2635464,103.8228073,"Buffet, Japanese, BBQ",ATtYBwLksps7PAxnodV9momWcAT1PcRQKTHQ7_bnlx0-wpZkZVoXg2b1-FJXB8PKWHZ09t95qKAVMkBBZHQDnwNrnCFWkMw7N5ReSTKQ6Y3ZkwaOMMeZJvigY7mAoPxmoGznz85pt19Jwp5iTt9U4dtZovtVZr_6GZjZN1Va44uIQMjchGGv,https://www.google.com/maps/search/?api=1&query=Tajimaya+Yakiniku
Takada Grill & Bar,"5 Wallich Road, #01 - 12 ORA, Tanjong Pagar Centre, Singapore 078883",1.2765378,103.8462206,"Bar, Fusion, Steakhouse",ATtYBwIrEWhZn-YMjT_2LJgDDgRa-F4C0VJ72rU_7nOeXgxF3R14zm3lC9k2I6uGTOju6j5OL6f7VWRXDMljzKmKNfMmvEG0qJrWS9hSApnO3jBijfdJ9Zh-lkoIvWpASwe1_OWi0b4RX_x0OtFQGN3Y5ElrZlwQSnnDsUTE5Gc3PnDuuPWZ,https://www.google.com/maps/search/?api=1&query=Takada+Grill+%26+Bar
Talay Thai,"Blk 3E River Valley Road, #01-05 Traders' Market, Singapore 179024",1.2902898,103.8466041,"Bar, Thai, Fusion",ATtYBwLsFBZS1x-dk0933VoWWjP_k6fZEsHd-3H4WD1cQvrfi0e4Tn3sghQjUt1CcdLFhUgiZKggpIhAgdxuOg80D3VeAolRdfs8jSR4-RzvMSa5Q6dfe8n_mXAmyOeW5lJPdtrJG8W9pwQ45X6NpyNNLej_kaN2ES2zcLH7SaSui2nV4dA,https://www.google.com/maps/search/?api=1&query=Talay+Thai
Taliwang Restaurant,"26 Kandahar St, Singapore 198888",1.3021722,103.8597258,"Indonesian, Italian, Cafe, Burgers, BBQ",ATtYBwIeHR5Ab6BZH8UPm1_ysnLdSi16dSYoXRqUOrI8Dp_CiO1-REBJLh5X4DgewJNdMFb6oOsw1yAGxfqS8Tz2OLj0YfQTAVZo_Y7VtdMyJfsklqAHXASzcpv_dgRG2qrRrYPtN3FVElfGjFxmtqmlDqQhkfOlsEJVTuwmTLZk6UtXNb8H,https://www.google.com/maps/search/?api=1&query=Taliwang+Restaurant
Tamashii,"12 N Canal Rd, #02-01 The Offshore building, Singapore 048825",1.2861983,103.8487045,Japanese,ATtYBwJV6RSq0TwU5tV892shwWccEFJyU-D0Rk-KESBV36Po2dlIACVJ8PKdGzvBLmp-SHx3LuphGaCZDHwxyRF0ULukOj_eJlJQk3ohnCTvryUjlo5P9vxf9yaCZza1XeZ0R78Zrl0-c9qgqF-h0C2iGNVVlGNWEHr2Kh-UEw6eHJ-HuWn0,https://www.google.com/maps/search/?api=1&query=Tamashii
Tambuah Mas Indonesian Restaurant (Great World),"290 Orchard Rd, #B1-44 Paragon, Singapore 238859",1.3039054,103.8355763,Indonesian,ATtYBwLF7cjOrNlU90lgJmMpk-g2TooIOR2_1pAZOw1BdTc9CD7izreIDLJPz_ktA9LNChecA6JKRkxBVQZxr6kuhfpG12MhzW1wISdstANKFl2cRB7AYnSjIdVe4nv4cKymaVSKxUlwQ2IlF3adtUfASmTPRSqeRDIrl0deL-CVvLPlqGaU,https://www.google.com/maps/search/?api=1&query=Tambuah+Mas+Indonesian+Restaurant+%28Great+World%29
Tambuah Mas Indonesian Restaurant (Tanglin),"19, #04-10 Tanglin Rd, Tanglin Shopping Centre, Singapore 247909",1.3062265,103.8266074,"Indonesian, Halal Certified",ATtYBwLJuOmUCf7_Vv036J0sd6ka9S7CV4o7vYKt0PXFrFDFK1jCg3y-ofThFMYFRRMt51scdpWRsb28BFrC1MtI4YI1D__dbW9gEJBeriS22M_g5uX7TPjA_LCNakMTIcz1nZw3KVPuqEHzCnPCnDj5VIeDJlPq__Xk-KfX5GGDWyImflCP,https://www.google.com/maps/search/?api=1&query=Tambuah+Mas+Indonesian+Restaurant+%28Tanglin%29
Tandoor,"400 Balestier Rd, #01-12 Balestier Plaza, Singapore 329802",1.3258128,103.8500686,"Buffet, Indian, Seafood, Modern Asian",ATtYBwJ--9yyJQkrdmdoLQpAvPiDAKebJO-jxvCGqGmL0v9k_Bp1ohZCY9JwOwedJzpJ8uE82SAFkjwwNCqpOShh3Y5P13QAt-wkXDKjIKC9-j0S3WIL0nSP_snK1DUx9BucdjC6zJi-C8Bdk_JN-QH12nAv1HINEqSI2we_wV3wXyuuclgh,https://www.google.com/maps/search/?api=1&query=Tandoor
Tandoori Culture (Boon Tat),"5 Boon Tat St, #01-01, Singapore 069613",1.2816581,103.8477688,"Indian, Vegetarian Friendly",ATtYBwLCH04d-L7tN8AlBCT4czjK7fpIwokhrbcyYqC0okNFKKPcf6tiAefcvGCYVxvFVCPWMyDsqXEv0kay-1ZkU4PQaHrd1L3_IuO439gV9gru2XU62EpZ_dRdA4LNTPHNmBwXaQ4GR_d57fmYZVfyab8H8X2M-_eYuXDDm3PxMmOWeVf-,https://www.google.com/maps/search/?api=1&query=Tandoori+Culture+%28Boon+Tat%29
Tandoori Culture (HillV2),"4 Hillview Rise, #02-03 HillV2, Singapore 667979",1.3631842,103.7645062,"Indian, Vegetarian Friendly",ATtYBwK-L5qoCY50NcFOvdor30YSLLlt6bF7EOba3gwbth4PVeDrt-kXgzia5_0OTkCo8cm8Qpy2X8egkdqk1KIaUV9P57bK_Wtom9K58q9HZFn10EcvZrMfpFLHJQoW2DmZlK7KgZ7s-bhnnBKc0v0LLoJ5SLWiSj5qPnTCO0ynw2XzJ-un,https://www.google.com/maps/search/?api=1&query=Tandoori+Culture+%28HillV2%29
Tang Lung Restaurant,"80 Mohamed Sultan Rd, #01-12 The Pier At Robertson. Singapore 239013, Singapore 239013",1.2915196,103.8407372,"Chinese, Dim Sum",ATtYBwIU-mJ2Y9r8Vo2FjwbcG81KEu6yuNfoUY5b8SeSeu0nZvCI32CSzslBpQLg9--4we3Hsy13CRil3N4McRC28Frz5RP_toJ9S0VtW9V9RxFMPP0YiOWw1ycu0e42ACt41taQmDyMMEk0mxItoYd-bF9tzdORDDduxScn8RxLJPimaYrG,https://www.google.com/maps/search/?api=1&query=Tang+Lung+Restaurant
Tangerine,"1-3 Paya Lebar Cres, Singapore 534239",1.3501493,103.8809805,Thai,ATtYBwJomyOp4FdB-z3ApAR3PFRwXLyUVKKBQ_7qTVNN3OjOMVrFuoNULQaxOOxtix5xAqWnQB1vmBhhD5e3ZhaL9iKttvX8z4pV4ts3yWYRqyOdjp8y-fk0flK3ZWmoc-jRtvzB-DO2sIS_TvCZTfZsaxcMyyaVKKo0NmRSqQlKbHM-bWbu,https://www.google.com/maps/search/?api=1&query=Tangerine
Tanjong Beach Club - Indoor & Alfresco,"120 Tanjong Beach Walk, Singapore 098942",1.243299,103.828128,"Bar, Seafood",ATtYBwKCqZ2hx0RmaD-cmqjrnAQZOb8PXTCnlhpsiN7l9zEl1AyGz79Ds96FTXtO4noA0mgwNiO2YWj56DNB_OSWPILAXfLGepdivXewAu3oWinBEpuTixk_qnGZcf1l4nPXH_lCZKFaIlrxEwZk7MHkXYxEQPhuUs8DfRXNqm5tl3nymyGb,https://www.google.com/maps/search/?api=1&query=Tanjong+Beach+Club+-+Indoor+%26+Alfresco
TANOSHII,"56 Cairnhill Rd, Singapore 229667",1.3061615,103.8377949,"Japanese, Korean, Fusion",ATtYBwL0pArlfnFmjjqnV6tk0i5zNtTMUwRTbXRxofubxyHCpD9t5RHBo1RQBWwyQi-DFK7IS6cHugZPWNchIqfRyM8uehxLmRDj4QGIhQ7iw4rHOpPdyft_5T2O6gKrly_B4OSAoMzyINTj9j0PjMzD4iS25x3Lb7wqMruV19fcgrp58QdQ,https://www.google.com/maps/search/?api=1&query=TANOSHII
TAP (One Raffles Link),"1 Raffles Link, #01-02, Singapore 039393",1.2920524,103.8558495,"American, Bar",ATtYBwKIXfygHUkDEtMvZq8IE_u5itHbH1Dy9kuSZY_lrO1t8y0eWwopUh8z77xpEJ-ewS4NIoGRzEQWLqM2-qL5gWijVISIhe-KOEetrZFW7B7iTM5trCapC8vTCqwgmB7mwUKyeSoLASFRyL0ZW4UBdNN7zUAtKm0E-gD65QSdz_EmsCI,https://www.google.com/maps/search/?api=1&query=TAP+%28One+Raffles+Link%29
TAP (Raffles City),"252 North Bridge Road #01-15 Raffles City Shopping Centre, Singapore 179103",1.2943213,103.8528642,"American, Bar",ATtYBwIq0JQ0NCkM94_aIozGygDpxnR8NE7JFGfD2JT0gEdbUkNmZ_K2ZNVGnpvp9cwySAvBBlFGLX5Gz4Bs6MyDR-OMsbHCsK1Fiyx2FOW16cn02pI2_S8Nrz7YN-EjfHs4LnyrRtRhixCNSbXXaQ74-pOs5oTSIriLk-ZlqTOQFHzyUIeN,https://www.google.com/maps/search/?api=1&query=TAP+%28Raffles+City%29
TAP (Robertson Quay),"86 Robertson Quay, #01-02, Singapore 238245",1.2900394,103.8373405,"American, Bar",ATtYBwJ50RXivAPb9AOiRH7axGmgLoeVGFIGxrdNjZLDRd4NlzBBFGzi05DlweCLTrBDWwi_IZzoNEX6Ih3cEYFsEeH6N0jpWi_RSaApq-a-vmx0WVCeOr9-KIvh-A2V7LDyTs5XXp3Pg4msp1w1-UrjddHrfP1v2tOH8pk43yIU9rlD2Ak7,https://www.google.com/maps/search/?api=1&query=TAP+%28Robertson+Quay%29
Tapas Club (Jewel Changi),"78 Airport Blvd., #03 - 220 221 / 222, Singapore 819666",1.3601073,103.9893079,"Bar, Spanish, Seafood, Vegetarian Friendly",ATtYBwK8qYp_hC3vdf-wFZ7gqmdU4jG5teVCLKomTzmO_Y-ACVWlc6QIP9aHlM6umMN1ovkIIQJePhVP8vFaJtJXMtfF5n-eOF7rEV1wzp4rCQ6VWhyi7fxjQi820S9no7E5eZxdaLzH2HhdZBUEYzevKguPMnjj8iV2lkg6_hTCiFFadAq4,https://www.google.com/maps/search/?api=1&query=Tapas+Club+%28Jewel+Changi%29
Tapas Club (Orchard),"181 Orchard Road, #02-13 Orchard Central, Singapore 238896",1.3006691,103.8404794,"Bar, Spanish, Seafood, Vegetarian Friendly",ATtYBwKcBQM4aSHsbLkts_1gr5zXeACwv_IoJYJJl8nrnfijGRD1QDqrn-hZy2LxUftTRCT45lsYdBqY_AdOgzdVWyPBzzdkETx8WOnN6vXXiZzxYiCchBvco17sr3DwtIXWjm1oCyVfR79LulXhHUlkFWhZuagnteG3pvIles5uDAZGJ3sa,https://www.google.com/maps/search/?api=1&query=Tapas+Club+%28Orchard%29
Tapas Club (VivoCity),"1 HarbourFront Walk, #01-98/99 VivoCity, Singapore 098585",1.2632409,103.8229547,"Bar, Spanish, Seafood, Vegetarian Friendly",ATtYBwJE2QCjZXGXnd8Hxp3bUlSJ5TD64L6L39FzvPuEILETuG0sxO8d2JUg4DWCIFOcKaJLz9QVGiH1fMbb_1CMnpx01fD4WBc881kp7soSHfiUG1a5sHWc_y5AlU2qy1YgHZP9EaHDINQhgStWHdrPov-wM0Jz6Pf8EUX9QRpeoOt7Wrw,https://www.google.com/maps/search/?api=1&query=Tapas+Club+%28VivoCity%29
Tapasta Bar,"39, #01-01 Pekin St, Far East Square, Singapore 048769",1.2834885,103.8485149,"Modern European, Fusion, Burgers",ATtYBwIXrCRqGvfpBHMlgoJsrR1o3BZiwcAaBiO-8aY1tiLzHTEJt-MriUTNerJBqQRBBtyTb9MIVsgI6QYlCiIV1FUnfgaxKZcxBVrTB8v2SxaXxVwBaT53W0pVPqgNBoyBymKDnv5FnytMjIY-TvbxAS5_EY5TALu2cYMt4UO316Vuo8S0,https://www.google.com/maps/search/?api=1&query=Tapasta+Bar
Tarte by Cheryl Koh,"1 Scotts Rd, #02 - 05, Singapore 228208",1.3063434,103.8318606,Cafe,ATtYBwINsbYzf9Hpn85FF7sY1Y-0y1ApYidkHVpr2rcEz43W_CfqDBeNzt2UJv63hBAwi96IfUe66de0kHsVhpDqi5MQ6fhVrV9UmJtJ1T95xqV1b35tXX1WRYqBBlUSI0rEshGPJstjmR06wJ8TlnyFZFZFvLhC6NIxWY5mskQCC9SDVPt8,https://www.google.com/maps/search/?api=1&query=Tarte+by+Cheryl+Koh
Tasty Loong by Chef Pung (ORTO),"81 Lor Chencharu, Singapore 769198",1.4131494,103.8293798,"Chinese, Vegetarian Friendly, Southeast Asian, Modern Asian",ATtYBwLm4eXgCtRuMhAA3SGH50Xz4H5yeRZFNInw87KEY1FTkSCi6I3r7KCqfEBFV-qyfCweUb6Dx4RG2tQLtFcfjggvIqb8WsJWauewvxg8SCkk3aAc7fNUxVCG_cOC6l2nrfeqsRSke9A6LHCcfHmG0ApPnY-02YTrQBScO9omY9uniO7y,https://www.google.com/maps/search/?api=1&query=Tasty+Loong+by+Chef+Pung+%28ORTO%29
The Tavern Restaurant,"227 River Valley Rd, Singapore 238287",1.2938406,103.8423604,Modern European,ATtYBwLQr7LOq68On60w7YtowPsLHM-Xq4jxJbgbKfpPIVGjb9H-Mphk8YNKRuLQil9vVs-aPlntPIl1IW58MCeg4Rf28E023NoxbBrXtimKbdUPRxUkT5of6Edp7tt5gSK9OG85HTmbzYNITOUbDG_H3uNkl2C82Ux_tiYc38xtJvVo7DNF,https://www.google.com/maps/search/?api=1&query=The+Tavern+Restaurant
Tea Lounge,"Regent Singapore Lobby Level, 1 Cuscaden Rd, Singapore 249715",1.3046509,103.8249435,"International, British",ATtYBwJ5Mvi8YliZP_-HqF_HfSkmWf3oZl608k7quX9O9n5PjWNiBX6IgZ8-topERIeQ6O60t8d6axo5fHQfCygWA2P6EY8jD4vsHNQCj7JGH-yj_wJjCC_J55WjWg0qkQ6Kn2V1XnM4SpYob9r7SaZyOmYzijz51urJo9ZHbLaL8p4tvmut,https://www.google.com/maps/search/?api=1&query=Tea+Lounge
Tea Room (Amara Singapore),"165 Tg Pagar Rd, Singapore 088539",1.275143,103.8434628,Combined Menu Quintessential High Tea Experience Menu (28 Dec onwards) CNY Afternoon Tea Set Menu (1-28 Feb) Valentine's Day Afternoon Tea Set Menu (14 Feb),ATtYBwJiq_mObxJoDliSf11NEJjqCJKqpkuWJ8FUseZgrks_BAW5K3WZFJHzHip9eeN9Jo4lC0BMhuc0so7SmGdjvt-KH-7TJcUvCfwR0PzXjpfv4FwkVUhNqz_TyR6wM248HuvhWLa9O9gIcbvQztDwgqVgjByuBPwEnxIrVktbiXY2KTAe,https://www.google.com/maps/search/?api=1&query=Tea+Room+%28Amara+Singapore%29
Tekong Seafood Restaurant,"6 Changi Village Rd, Singapore 509907",1.3899862,103.9887667,"Chinese, Seafood, Zi Char",ATtYBwLVa423z6BncI35inqNaNrUSuXtjslhO21yjKPv-sEzIaBVFuSraIMD8nnyOieqgNnvHaUg4bwSzUuUB0phPygxB4-vp0v_gR9-CPlL1WsiI2-9X__0y00FuhIjGev8hT53uhyw-htr8a_WRxgmXFSCIeLHsoElsuPmzZE-rDmdxNQO,https://www.google.com/maps/search/?api=1&query=Tekong+Seafood+Restaurant
Telok Ayer Arts Club,"501 Bukit Timah Rd, Cluny Court, Singapore 259760",1.3226734,103.8142876,"Bar, Fusion, Vegetarian Friendly, Local, Southeast Asian, Modern Asian",ATtYBwIGaGD2t0ZpzzfkI032uSwvjsTFNyszZUVeWEI2mOOHSn9IfZ08Us3i35niVu_toX6Z2d0c-77gEOO8HyJkGaZ4JG8lYgnRvshtcRkqXHghZqRbRVjIyZ0c48GK0DgRev4rPlbttWpi847nk-FRJhJIXlyylWF662D-he4Mz5T114Pq,https://www.google.com/maps/search/?api=1&query=Telok+Ayer+Arts+Club
Temasek Culinary Academy The Top Table,"529770, 31A Tampines Ave 1, Singapore 529768",1.3470171,103.9289096,Modern European,ATtYBwL-o70JkNJuN4-hsbtFkCfP7RIAcq_nKkbRkbANizOCrEtuyesRCQFjEUzZUZX9JuFHwHonZPJ-9jM4CT93msBz-dZkKVne97y_--65005VItBOUlNb3Ir3Tfx6azkjsVA0saAnwcbdFswn4bXXCYDg50Elxofa8Bg7wSzQzOvppHuR,https://www.google.com/maps/search/?api=1&query=Temasek+Culinary+Academy+The+Top+Table
Tempura Oji,"51 Kreta Ayer Rd, Singapore 089008",1.2810749,103.8418937,"Bar, Japanese",ATtYBwI9wYKjm3QkkifmbleY7o9X-34iI4Fm0zD_MUF7RGaBhaQPIQZItQr13lbgKJCPHkeQ10IotwuyDu_Y5iAMiCb2-CTJDhvhYfLTYnCPktbbMuVeozGrtfMt-6r7oAOYCRSmAkRW_Q8-eUtJKS9hDrrJajGQysUqc6Ds9X8P29NUTKqn,https://www.google.com/maps/search/?api=1&query=Tempura+Oji
